date,description,earnings,job_title,job_type,link,text,title
2022-08-09 19:21,"
        
JOIN OUR ADMINISTRATIVE TEAM 

We are looking for an academic language coordinator that will support our dynamic and engaging team of teachers and administrative staff. 

The candidate will teach roughly 6/9 hours per week alongside the responsibilities of an academic coordinator. The schedule is going to be from M-F 12:30pm to 9:00pm. 

The responsabilities are: 
B.1 Reply to emails.
B.2 Provide feedback to the teachers and observe classes.
B.3 Supervise the folders of the teachers in the school´s system to ensure they have everything updated. 
B.4 Provide training for the new teachers. 
B.5 Scheduling: organize and assign new classes when it is necessary. 
B.6 Send a weekly newsletter to notify the teachers about important information, such as holidays, classes, tutorial schedule, policies, etc.. 
B.7 Attend the 4B, 6B or 7B final presentations when necessary. 
B.8 Provide support and suggestions by email or in person to new teachers, especially when they are trying to find a homestay option or need support for the visa process. 
B.9 Prepare exams or any additional material the school needs. 
B.10 Organize social activities, meetings or teambuilding activities every 2 months.
B.11 Create material, exams and documents when the academy incorporates new books or new changes in the English courses. 
B.12 You will provide support on the recruitment process when it is necessary. 

Requirements:
•       Native speaker + spanish intermediate level or Costa Rican speaker with a C1+ in English.
•       Minimum of 1 year teaching experience. 
•       Ideally background in Business, Education, Human Resources or related. 
•       Celta or TEFL certicate ideal but not necessary. 

Benefits: 
•	CCSS public insurance. 
•	Access to a Bank account.
•	Free Spanish group classes
•	Discounts medical/dentist check-up.
•	Provide lawyer assistance for the visa process if it is necessary. 
•	Receive/send packages with NLA department post office.
•	Vacation: 6 paid days off + holidays+ 2 weeks during December. 

***Candidate must be ready to start between September and October***
      Please send us your CV and cover letter.
    ","c600,000 colones",Language coordinator at NLA,tiempo completo,https://costarica.craigslist.org/edu/d/language-coordinator/7519492841.html,Language coordinator,Language coordinator
2022-08-10 09:50,"
        
Front desk, manage with phone calls, payments , appointments and customer services for our international patients.
    ",500.000 colones plus,Bilingual front desk receptionist,tiempo completo,https://costarica.craigslist.org/ofc/d/full-time-bilingual-receptionist/7519655487.html,Full time bilingual receptionist / customer service,Full time bilingual receptionist / customer service
2022-08-10 13:45,"
        
Sportsbook looking for candidates with EXPERIENCE ONLY. 

High level of English is required. 
Ticket Writer is an asset, but will provide system training for qualified applicants. 
Full Time, Part Time and Night Shift positions available.
    ",$5.50 / hour,Sportsbook Agent,tiempo completo,https://costarica.craigslist.org/csr/d/sportsbook-agent/7516311719.html,Sportsbook Agent,Sportsbook Agent
2022-08-10 15:16,"
        
We are looking for a responsible customer service representative with good english and poker knowledge.
Work on weekends
2 pm -10 pm
    ",$6.5 per hour,Poker customer service representative,tiempo completo,https://costarica.craigslist.org/csr/d/poker-customer-service-representative/7519819232.html,Poker customer service representative,Poker customer service representative
2022-08-10 21:06,"
        
We are offering a new fast track 120 hour TEFL course. Our course is offered online. You will be able to complete this course within a few days. You will receive your TEFL certificate for free upon completion. The cost is $250US. Contact us for more info.
    ",See ad,NEW: Fast Track 120 hour TEFL course,tiempo completo,https://costarica.craigslist.org/edu/d/new-fast-track-120-hour-tefl-course/7508228859.html,NEW: Fast Track 120 hour TEFL course,NEW: Fast Track 120 hour TEFL course
2022-08-11 16:03,"
        
Requirements.

•	Good English / Both spoken and written. 
•	Fraud Analyst Experience.
•	Ability to multitask, prioritize and manage time effectively.
•	Must be proactive and capable of working under pressure.
•	Residency or Work Permit.
•	Flexible schedule.
•	Competitive salary + commission
•	Paid Training.
    ",Competitive salary + commission,Security and Fraud Analyst Agent,tiempo completo,https://costarica.craigslist.org/csr/d/security-and-fraud-analyst-agent/7520251790.html,Security and Fraud Analyst Agent,Security and Fraud Analyst Agent
2022-08-15 12:44,"
        
Dual language (English/Spanish) teacher - online 



Work for an innovative, online, dual language (English/Spanish) school 



Description: 



Teach from your home with provided curriculum from Houghton Mifflin Harcourt. This is an opportunity for you to be a part of a revolutionary and exciting way for students to learn. It is an on-line, interactive, dual language (Spanish and English) school with students from North, Central, and South America, and the Caribbean. If you possess the requirements below, please follow the instructions to apply and be considered to work with us. Get paid at a competitive rate, work from home, and enjoy working with a team that is serious about providing the absolute best education for students. If you are tired of working for public and private education systems that never seem to get results nor care about students and their families, then consider joining our growing group of experienced educators and administrators. 




Requirements: 



- Energetic, compassionate, passionate, problem-solving dual language (Spanish and English) teachers are needed! 



- Minimum of 5 years teaching experience (traditional K-12 setting - online tutoring or teaching DOES NOT qualify) is ABSOLUTELY required. 



- A teaching certificate with minimum of a bachelors degree are required. 



- Native-like bilingualism and bi-literacy in Spanish and English also are required. 



- Great communication skills are required. 



- A desire to be part of an exciting team is required. 



- Stable, high-speed (minimum of 50mps), a room (3 meters by 3 meters) that is free of noise and disturbance and you can work out of from 7 am to 4 pm Monday thru Friday are required. 




Benefits: 



Negotiable - depends on education and experience 




If you are interested, please copy and paste the following link into your browser and apply for the position: https://idealschool.education/careers/


DO NOT email your resume nor cover. They will be ignored and deleted. You MUST apply at www.idealschool.education/careers to be considered. This is THE ONLY way to be considered!
    ",Performance-based contract (independent agent contract). Depends on experience and education.,Bilingual online teacher,tiempo completo,https://costarica.craigslist.org/edu/d/maestrs-para-colegio-bilinge/7521739203.html,"Maestr@s para colegio bilingüe, interactivo en línea","Maestr@s para colegio bilingüe, interactivo en línea"
2022-08-15 11:55,"
        
Established per head sportsbook is looking to hire experienced assistants for its LINES DEPARTMENT.

Eligible candidates must be self-starters with proven experience moving lines, posting props, etc.

Full-time, work-from-home position.
    ",USD to be discussed in person,Hiring Help for Lines Department,tiempo completo,https://costarica.craigslist.org/csr/d/hiring-help-for-lines-department/7521719099.html,Hiring Help for Lines Department,Hiring Help for Lines Department
2022-08-15 13:02,"
        
Imiloa Institute  - Operations Assistant Director
Imiloa Institute is a global hub for the education and advancement of humanity. We believe that through a posture of learning and spirit of service, we are powerfully catalyzing the individual and social transformation.

Now in our fifth year, 150+ retreat hosts, 3,000 guests from more than 60 countries have enjoyed the Imiloa experience. Eighty-six percent of hosts renew and our heart-centered team in Costa Rica is a highlight -- known for their kindness, expertise and integrity - from maintenance all the way to project managers and marketers.

More about the Operations Assistant Role 

Are you a top-in-class Operations professional in San Jose, Costa Rica? 

Do you enjoy being hands-on, both in San Jose and at Imiloa in Dominical? Do you enjoy working with a variety of teams? 

We are looking for someone who truly passionate about what’s possible when the focus is on “we” instead of “me,” this mid-level role is ideal for an organized operation professional, eager to grow in their personal development, committed to processes and people, curious about the business of hospitality and stellar at executing calmly and with plenty of communication. 

You can learn more about Imiloa at https://imiloainstitute.com/ and about our retreats here https://imiloainstitute.com/retreats/

Before you Apply 

Preference will be given to candidates who plan to stay and grow with our company for the foreseeable future. Preference is also given to Costa Rican applicants. Must be located in/around San Jose and speak and write English and Spanish fluently. 

In this position, you will collaborate primarily with the director of retreats, senior project manager, and assistant general manager at Imiloa.




RESPONSIBILITIES 

You will interact with teams and have responsibilities that impact different teams. 

PROPERTY TEAM via GM, Assistant GM & Chef 

Petty cash control

Fuel control, related to the consumption on each vehicle.

Quotes from vendors for construction projects on campus, including furniture, construction materials, all via Asana. 

Processing payments and getting legal receipts, submitting to accounting

Shopping for supplies in SJO and coordinating their delivery 

FACULTY & RETREATS TEAM via the director of faculty & director of retreats

Prestige wings bookings, private flight coordination, spreadsheet management to record aircraft type and quantity used against invoices due.

Record taxi needs, create a spreadsheet, keep control of services and crosscheck against invoices due.

Manage massage bookings, coordination, payment control.

Data collection from vendors, gathering descriptions, and images, and creating an Imiloa Experiences Media Kit include tours.

Getting quotes and bookings of tours and excursions. Processing payments.

Getting quotes for class materials or other workshop/retreat needs.

Creating the tags to put on the luggage for distribution to the rooms after arrival.

Welcoming the groups at SJO, charter flight assistance replacing Faculty on this duty saving energy and resources.

Creation of PDF schedule/agendas for each group.

Purchase orders - work with Sous chef and report into finance 

FOR THE PROJECT MANAGEMENT TEAM 

Candidate will assist senior project manager with the following: 

Post sale communication in WH@ inbox (retreat, tickets, property, spa, excursions etc)

Providing quotes to participants as well as hosts 

Sales data entry (asana + cloudbeds)

Cancellations, ticket transfers, ticket adjustments 

Wellness stays - communication and logistics 

Misc. updating & maintenance of asana projects, google folders and retreat resources for hosts 


To Apply

Please submit your CV, Cover Letter, relevant references, and salary requirements to  


We are seeking to fill the position as soon as possible with the right candidate. We can’t wait to learn more about you. 

Benefits of working with us:

Work from any location in San Jose

Flat organization structure

Flexible and encouraged vacation time


Team members that are kind, supportive, positive, and dedicated to Imiloa’s vision of transforming the planet

Discounts on Imiloa stays and products

Company invests in professional development,  personal development, retreats and training for the team.


REQUIREMENTS:

3+ years experience working in a operations or Executive Assistant role.

Strong working knowledge of CRMs, Google Docs

Excellent analytical skills, excel at strategic thinking, strong business acumen, and creative solution creation.

Proactive with communication 

Incentivized by helping team members hitting KPIs

Excellent client-facing has written and verbal communication skills - must be fluent in Spanish and English. 


    ",Based on experience and salary requests,Operations Assistant Director,tiempo completo,https://costarica.craigslist.org/ofc/d/operations-assistant-director-at-top/7521727107.html,Operations Assistant Director at top retreat center,Operations Assistant Director at top retreat center
2022-08-16 06:36,"
        
OptionC.com is experiencing rapid growth both in the U.S. and internationally, and as a result, the company is seeking to fill the following positions immediately:

Want to make a difference and have a desire to help the Church?

Level I entry (recent education grads welcome!)
Level II 5 years plus Customer Service and Support experience

Requirements:
•	Handle customer support emails for an enterprise education software application.
•	Act as a liaison to developers and additional support resources.
•	Able to escalate issues and the necessary information for these issues to be resolved.
•	Troubleshooting & communication skills necessary
•	Manage and track all support issues and concerns.
•	Assist customers with product questions.
•	Must have a solid command of the written and spoken English language.
•	Require internet connection of 3 Mb or more. It cannot be wireless nor through a data card. You should also      test that you do not have a latency of over 100ms.
•	Require home office environment.
•	Windows environment: We work with a windows-based web program. We do require for you to have a computer that runs on windows or has a windows environment already installed. Your operating system must be original.
•	Headset: This headset can be simple, but it must connect to your computer via USB. This is to ensure proper phone behavior and call quality.
•	Knowledge of MS Office
•	Provide online training to customers on an as needed basis
•	Knowledge of the Catholic school market a must!
•	Teaching experience, a strong plus especially in technology
•	Sales experience a plus
•	Former Catholic school or teaching experience a plus!
•	Former Catholic parish administration experience a plus!
•	Practicing Catholics preferred

•	Knowledge of the Catholic faith a must!


Compensation will be commensurate with experience/education.
Position located remotely in-home office anywhere in Central America.
Hours based on US Eastern Time of 8:00 am to 5 pm
Please send resume, cover letter, salary history (in USD) and your language level and your Customer Service experience

About the employer:
OptionC is the leader in mission driven Database Management for Catholic Dioceses and Schools worldwide. The company provides faith based Diocesan and School Management Systems and Reporting that support top Catholic Schools in their efforts to increase academic excellence and extend the faith through technology.

OptionC is changing the way leading Catholic Dioceses and schools manage their data.
    ",Based on qualifications,Customer Service,tiempo completo,https://costarica.craigslist.org/csr/d/catholic-business-customer-service/7510550728.html,Catholic Business - Customer Service Positions,Catholic Business - Customer Service Positions
2022-08-15 15:37,"
        
You will be responsible for the day to day implementation, analysis and optimization of marketing campaigns for our retention efforts. The role will require you to build campaigns, and optimize accordingly with a data driven approach to deliver on agreed department KPIs and targets.

You will help to ideate, develop and execute marketing campaigns for our websites with the aim of growing our reactivation and engagement ensuring the efficient delivery of the strategy within the parameters set by management.

You’ll manage the creation of campaigns agreed with marketing management and aligned to our marketing strategy, with pre-set budgets and you will have day to day relationships with our internal teams such as Graphic Design, BI, Customer Service, Sales to drive performance via sophisticated marketing channels.

As part of your role, you will be recommending and supporting the implementation of new innovative marketing technology to generate campaign management efficiency and help maintain and grow direct response marketing as well as participate with integrated campaign planning and campaign executions for awareness, consideration and acquisition. You will initiate plans to test creative, messaging, targeting and reporting to help optimize performance continually.

Responsibilities for Senior Marketing Executive:

• Support and assist the Marketing Management and Customer Experience in the formulation and implementation of a marketing plan.
• Effectively project manage assigned marketing campaigns in their entirety - from planning through to tracking and reporting on return on investment.
• Act as a point of escalation for queries from the marketing team and other colleagues.
• Contribute to the strategic process/thinking, suggesting new service offerings improvements etc.
• Keep abreast of new and emerging marketing techniques and new channels.
• Carry out research on market trends, market opportunity, and competitor and target customer analysis to inform future value propositions.
• Work directly with Retention/Engagement Department executing tasks, processes and strategies connected to:
     o	Conversion Cycle.
     o	Site Content.
     o	Retention conversion.
     o	Life cycle management.
     o	Customer segmentation.
     o	Loyalty management/Retention rate.
     o	Churn prevention, with a special focus on key segments.
     o	Player value.
• Work with the Manager to develop, manage marketing campaigns. This will include the entire lifecycle: Idea, creation, launch, post-mortem. 
• Work with the design team to create any necessary banners/pop ups/landing pages to go along with any campaign or promotion. 
• Oversee in-site and off-site website banners and messaging. Ensure content is accurate and relevant. 
• Submit weekly report outlining successes, challenges, and what value you have brought to the department.
• Stay up-to-date with industry competitors and their marketing/promotion offers.
• Stay up-to-date with marketing companies such as Unbounce.com and implement new and exciting options to our brands.
• Maintain best practices database for future reference.
• Anything else as assigned by management. 

Skills
• Organized, meticulous, results-oriented and can handle stress and tight deadlines.
• Ability to multi-task and prioritize tasks in a fast-moving environment.
• Possess great communication skills, creative, resourceful and a team player.
• Excellent written and verbal English.
• Thorough knowledge of strategic planning principles and marketing best practices.
• Proficient in MS Office and marketing software.
• Familiarity with social media and web analytics. 
• Strong organizational and time-management abilities.
• Creativity and commercial awareness.
• An eye for detail.
• The ability to think strategically.
• Copywriting and design skills in order to produce marketing materials.
• Analytical skills to evaluate marketing campaigns.
• Drive and self-motivation.
• A flexible approach to work.
• Influencing and negotiation skills.

The requirements for this position are: 
 
• Be a digital person and understand technology. 
• +3 years experience in the Marketing Field.
• Experience with WordPress and/or Dreamweaver. 
• University degree in Business, Marketing or Digital Marketing.
• Sports enthusiast and possess a creative mind full of rich ideas.
    ",Based on experience,Senior Marketing Executive,tiempo completo,https://costarica.craigslist.org/mar/d/senior-marketing-executive/7521804705.html,Senior Marketing Executive,Senior Marketing Executive
2022-08-16 13:40,"
        
Looking for someone responsable, punctual and money hungry. Great office 7-3, L-V. All the tools, fresh leads
    ",$2000/W,Shark Wanted,tiempo completo,https://costarica.craigslist.org/sls/d/looking-for-one-closer/7522206983.html,Looking for one closer,Looking for one closer
2022-08-16 16:54,"
        
Searching for a very proactive and extremely detail-oriented Executive Assistant/Personal Assistant with excellent interpersonal skills, strong speaking and writing skills, and very strong work ethic.

-Makes travel arrangements such as booking flights, cars, and hotel or restaurant reservations.
-Assist in the management and organization of the agenda by scheduling appointments, meetings,  and daily activities, including running errands.
-Manage and coordinate travel for both business and personal arrangements.
-Coordinate onsite meetings and appointments

Qualifications:
Excellent communication skills (written and verbal).
Extremely detail oriented to ensure accuracy and quality across all tasks.
Creative problem solving.
Must be flexible and willing to work extra time during busy times and on call during weekends and after business hours.
Must demonstrate a can-do attitude.
Must be able to complete tasks thoroughly and accurately, sometimes with little direction.
Previous experience handling travel arrangements.
Ability to problem solve and follow through on a variety of tasks.
Ability to work on business and personal items interchangeably
    ",TBD,Executive Assistant / Personal Assistant,tiempo completo,https://costarica.craigslist.org/ofc/d/executive-assistant-pa/7522293523.html,Executive Assistant / PA,Executive Assistant / PA
2022-08-16 16:40,"
        
USA company is seeking to fill two positions for VIP International Travel Consultants who will be responsible for taking incoming calls and returning calls to our VIP clients that contact us and are looking to stay at one of our many thousands of luxury villas located in Costa Rica, Florida, The Caribbean, Hawaii, North America, Europe, Hawaii and Mexico and assisting them in selecting a luxury villa accommodation.

Candidates should possess at least 5 years of experience in high end customer service, luxury retail, business, general sales or in the hospitality industry. Excellent English speaking. Reading and Writing skills is a requirement as most of our clients are from the USA or Europe. A strong desire to have a long lasting career in the luxury travel industry and most of all the ability to effectively interact with clients via the phone and work as part of a team

While experience and qualifications are important we are looking for those special candidates that want to have a work from home professional career while working for a company that has been in business for 20 years with a stellar first rate reputation and room for upward growth.

Please send a complete CV or a work history with a cover letter outlining why you think you could be a suitable candidate. We will respond to all applicants within 24 hours .
Principals only. Recruiters, please don't contact this job poster.
    ",50-100 k year ( based on your sales ),English Speaking International Travel Consultant,tiempo completo,https://costarica.craigslist.org/sls/d/english-speaking-international-travel/7522285441.html,English Speaking International Travel Consultant (virtual),English Speaking International Travel Consultant (virtual)
2022-08-17 10:15,"
        
LEADS FOR SALE    

Have investment leads for sale 

Also have client list 

Let me know what you have in mind .
    ",open to offers,Leads,tiempo completo,https://costarica.craigslist.org/sls/d/leads-for-sale-or-trade/7522527134.html,Leads For Sale or Trade,Leads For Sale or Trade
2022-08-17 03:46,"
        
Saludos, busco una masajista femenina. 1 or 2 veces cada semana. 1 hora 20 mil. Vivo en un condo segura en centro Santa Ana. Gracias! Favor dejo su correo electrónico o numero whatsup..Saludos.
    ",20 mil,Friends,tiempo parcial,https://costarica.craigslist.org/spa/d/busco-masajista/7510592929.html,Busco Masajista,Busco Masajista
2022-08-18 12:58,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/sales-pros-are-needed-for-financial/7523028880.html,Sales Pros Are Needed For A Financial Company,Sales Pros Are Needed For A Financial Company
2022-08-18 13:36,"
        
Looking for sales agent good environment good commission. Please send resume
    ",$800,Sales agent,tiempo completo,https://costarica.craigslist.org/sls/d/sales-agents-needed/7523047608.html,sales agents needed,sales agents needed
2022-08-18 14:39,"
        
We are a well-established Sportsbook that is expanding. We are looking for that special ""IT"" factor when it comes to dealing with our clients.

The job will require both phone and chat work and will include helping clients and also making sales when the opportunity is available. To earn a position at this great company you will need to have perfect spoken and written English.

The job will start immediately and the salary is negotiable depending on experience.

If you think you have what it takes to be part of a fast-growing company with lots of room for advancement, then send your CV and your salary expectations right away.
    ",negotiable based on experience,Customer Service and Sales for Sportsbook,tiempo completo,https://costarica.craigslist.org/csr/d/customer-service-and-sales/7523077724.html,Customer Service and Sales,Customer Service and Sales
2022-08-18 18:43,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/looking-for-the-best-closers-in-costa/7523170689.html,Looking For The Best Closers In Costa Rica,Looking For The Best Closers In Costa Rica
2022-08-19 04:42,"
        
Prerequisites:

Seeking
Older woman from USA with experience ONLY
Many years experience!


MUST be a female from the USA with excellent conversational English ONLY.

*  Must have many years experience as a client coordinator type of receptionist

*  Basic Computer Skills

*  Excellent exceptional command with English

*  Friendly - Hardworking - Serious - Responsible

* Willing to show up and work in our office Monday- Friday 9am - 6pm SERIOUSLY.

We Offer:

We are one of the nicest dentist offices in the world located in a prestigious area of our capital city of San Jose here in Costa Rica.

We have many doctors and need a receptionist from the USA with tons of experience age 40 and older.

The person for the job must have an excellent English preferably from the USA.

The job is fulltime.

MUST be willing to put in from Monday to Friday 9am - 6pm in our beautiful office.

Answering phone and emails.

Detailed oriented

Organized

Excellent hand writing

Friendly and energetic

 as the appointment book is large and there are many doctors and clients that need to be coordinated.

Our Office:
located in a posh part of town, with lots of delicious restaurants and easy shopping and accommodations are available close by.

In front of the office are trees covered with beautiful pink cherry blossoms part of the year.

And a gorgeous view of lush green covered mountains that surround our capital city.

We have fresh weather all year around averaging in the 80's 365 days per year.

Discounts on dental care for our employees.

Tons of Holidays here in Costa Rica so you can enjoy plenty of free days when we have holidays.

MUST have excellent command of English.

Must be willing to work happily 9-6pm Monday to Friday in our lovely office at the front desk.

Attending to phone calls - emails and clients as they walk in.

Room to grow.

Seeking mature woman with at least 20 years experience as a client coordinator - receptionist.

The perfect fit would be an older lady from the USA.

At least 40 years old and older is what we are looking for.

SERIOUS INQUIRIES ONLY

* If you are from the USA and like the idea of living and working in Costa Rica and fit the description we need than please email me about you and send your photo and phone number if you are really interested in living and working in San Jose. 

This position would work perfect for a city girl. Someone who enjoys the benefits that a multi cultural city has to offer.  As the position is located in our capital city in a busy metropolitan environment. It would be easy for you to take trips around Costa Rica to visit different sites on the weekends. Saturdays and Sundays are always off.

*You are friendly and at least age 40 or older

* Willing to work 9am - 6pm Monday - Friday

* Must be motivated, organized, professional

* Must have experience!!!

We do not accept interns of anyone younger than 40. 

We do not want to teach anyone how to be a client coordinator.

That is  it that is why we seek
someone who has already worked in the field as a client coordinator for MANY years.

You MUST have already lots of experience in the field.

If you have a little Spanish as well even better. But not necessary.

Willing to learn a little Spanish would be great!

 air b & b has close by accommodations...

This is a very large office - state of the art dental care.

Our main clients are from the USA so we prefer to hire a older woman from the USA for this reason.

If you would seriously like to relocate to Costa Rica to live and work this is a long term position.

Easily we are the nicest dental office in Costa Rica and perhaps one of the best Dental Offices in the World.

Position needs to be filled URGENTLY.

fit the requirements and are ready to move to Costa Rica to live and work and experience a new culture!

Seeking
Older woman from USA with experience ONLY
Many years experience!!!!

We also seek experienced dental hygienist with experience from the USA.

Yet the position that we most urgently need to fill is the client coordinator position.
    ",Depends on how much experience you have please contact us for details.,Client Coordinator Type of Receptionist - Mature,tiempo completo,https://costarica.craigslist.org/hea/d/wanted-older-american-female-client/7523247189.html,"Wanted:  Older American  Female  ""Client Coordinator - Receptionist""","Wanted:  Older American  Female  ""Client Coordinator - Receptionist"""
2022-08-18 20:02,"
        
We are looking for a Chef/Bartender/bar and restaurant manager who would like to run and own their own food and beverage mini bar/restaurant in a unique tapas bar en samara, located very central. with an extra dormitory room!!!

- Chef/Bartender/Concierge
- Speak English/Spanish Preferred
- Strong Communication Skills
- Professional Appearance


Chef/Bartender/manager with experience and customer service skills. Knowledgeable about gourmet meal preparations, and drink combinations while committed to serve with a smile.

Adept at maintaining a clean and organized kitchen and bar area, dedicated to providing customers with a warm and welcoming environment.

We are offering a lovely place and a great opportunity for someone who likes to cook and serve to continue the great reputation this place has

Please contact us if interested.
    ",ganancia dependra en su persona,Chef/manager for a magical craft beer garden,tiempo completo,https://costarica.craigslist.org/fbh/d/for-rent-unique-beer-garden-bar/7523190981.html,for rent a unique beer garden bar,for rent a unique beer garden bar
2022-08-19 14:34,"
        
We are looking for an experienced individual knowledgeable in the area of manually settling different types of sports.
If you are proactive and have experience in the sportsbook industry as a Grader, Lines, or wagering supervisor, this job is for you.
Our goal is for you to grow with us. 
**Don't forget to attach your CV!**
    ",Salary commensurable to experience,Grading / Settlement clerk,tiempo completo,https://costarica.craigslist.org/ofc/d/grader-position/7523494341.html,GRADER POSITION,GRADER POSITION
2022-08-19 13:04,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/financial-company-is-looking-for-sales/7523441965.html,A Financial Company Is Looking For Sales Pros,A Financial Company Is Looking For Sales Pros
2022-08-19 19:52,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/only-apply-if-you-are-closer/7523606392.html,Only Apply If You Are A Closer,Only Apply If You Are A Closer
2022-08-22 10:59,"
        
If you are good on the phone and gave sales experience we want to talk with you !!!
    ",$$$$$$$€,Sales agent,tiempo completo,https://costarica.craigslist.org/sls/d/closers-wanted/7524555043.html,CLOSERS WANTED,CLOSERS WANTED
2022-08-22 01:34,"
        
XXX hot videos for sell 
👉 +506 85096018 

💦👅😈
    ",💦👅😈,Hot videos,tiempo completo,https://costarica.craigslist.org/etc/d/xxx-hot-videos/7516699698.html,XXX Hot Videos,XXX Hot Videos
2022-08-22 13:26,"
        
Reply and include your resume if you fulfill our requirements:

- Team player and problem solving mindset
- Strong attention to detail
- Fast typing skills (at least 50 wpm)
- Adaptable and flexible
- Computer savvy
- Active listening and reading
- Good math skills and/or financial background (preferred but not limited to)
- Multitasking abilities
- English level: C1/C2
- Fast learner and open minded
- Able to start soon

We offer:
- Monday thru Friday full time schedule
- Paid training
- Great location
- Fun environment
- Competitive salary (USD)
- ON SITE ONLY
    ",Salario a convenir,Backoffice agents,tiempo completo,https://costarica.craigslist.org/acc/d/backoffice-agents-required/7524626278.html,Backoffice Agents required,Backoffice Agents required
2022-08-22 13:32,"
        
We are looking for friendly individuals with great customer service skills and the following qualifications:
º C1+ English level (written and spoken)
º Adaptable to change and multitasking
º Open and flexible schedule 
º Problem solving mindset with strong active listening and reading abilities
º High School diploma or higher
º Strong work ethics (punctuality, responsibility, performance excellence, etc)
º Fast learning abilities
º Eager to start right away

We offer:
- Paid training
- Fun environment
- Competitive salary (USD)
- Full time positions   

Send us your resume along with a voice recording telling us who you are and why you are the candidate we are looking for!
    ",competitive salary,Customer Service Representative,tiempo completo,https://costarica.craigslist.org/csr/d/enjoy-assisting-people/7524625742.html,Enjoy assisting people?,Enjoy assisting people?
2022-08-22 14:47,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/join-the-best-sales-team-in-booming/7524677596.html,Join The Best Sales Team In A Booming Industry!,Join The Best Sales Team In A Booming Industry!
